marital,education,housing,loan,age,balance,duration
1,1,1,0,34,223,91
0,2,1,0,25,140,348
1,1,0,0,52,0,584
0,0,0,0,35,-84,19
0,2,0,0,37,553,63
0,1,0,0,28,11555,125
0,2,1,0,34,647,392
1,1,1,0,50,892,189
1,1,1,0,27,512,259
1,1,1,0,41,351,518
0,2,1,0,46,580,36
0,2,0,0,28,2306,140
0,0,1,0,31,0,24
0,2,1,0,30,5074,153
1,1,1,0,44,5780,525
1,1,1,0,31,717,130
0,1,0,1,36,0,109
2,1,1,1,53,447,108
1,1,1,0,38,1970,701
1,1,1,1,51,226,418
1,1,1,0,26,714,183
2,2,1,0,53,599,322
1,1,1,1,46,-363,236
1,2,0,0,33,334,87
1,1,1,0,58,28318,168
1,2,0,0,38,-267,220
0,1,1,1,26,786,103
0,1,1,0,35,40,617
1,0,0,0,50,-158,203
2,1,1,0,38,3834,363
2,1,0,0,49,769,157
1,1,0,1,54,3729,597
1,1,1,1,32,344,255
1,0,0,0,39,292,394
2,1,1,0,57,-331,531
1,1,1,0,54,1777,13
1,0,0,0,39,0,106
1,1,1,0,44,429,99
1,0,1,0,39,694,44
0,2,0,0,35,154,105
0,0,0,1,34,81,44
0,0,1,0,33,557,91
1,2,0,1,58,1280,112
1,2,1,1,26,37,207
1,1,1,1,36,-27,151
0,1,0,0,26,94,171
1,1,1,0,56,276,301
1,2,1,0,58,2183,209
1,0,0,0,74,1413,385
0,1,0,0,26,3247,341
1,1,0,0,59,5219,239
1,2,0,0,38,1276,272
1,1,1,0,39,1261,129
0,2,1,0,44,3355,312
0,1,0,0,30,893,45
1,2,0,0,34,10,90
0,1,0,0,27,1408,242
1,1,1,0,47,3237,38
0,0,0,1,39,207,35
1,2,1,0,33,584,269
1,1,0,1,37,163,9
1,0,1,0,41,124,393
2,1,1,0,56,778,149
1,2,0,1,34,0,18
1,2,0,0,47,333,141
1,1,1,0,25,157,33
0,2,1,0,33,21096,144
1,1,1,0,40,0,223
1,1,1,0,39,504,495
1,1,1,0,35,0,644
2,1,1,0,37,0,283
1,1,0,0,50,2910,433
0,1,1,0,30,1073,1130
2,0,0,0,58,5914,69
1,2,1,0,29,53,27
2,2,0,0,39,155,449
1,0,0,0,47,699,203
1,0,0,1,41,1821,137
1,1,0,0,51,0,145
1,0,1,1,44,1109,176
1,2,1,0,38,1221,258
0,1,1,0,54,3344,12
2,1,0,0,36,47,159
1,1,1,0,33,2502,285
2,2,0,0,52,96,134
1,2,1,0,38,165,526
0,1,0,0,35,391,152
1,1,1,0,33,5809,219
1,1,0,0,32,2263,113
1,1,0,0,62,569,288
0,0,0,0,24,474,551
1,2,0,0,37,3723,354
2,1,1,0,42,490,212
1,1,0,0,53,1626,151
1,0,0,0,52,1884,68
2,1,0,0,39,1086,92
1,2,0,0,50,311,124
1,2,1,0,34,181,110
1,0,1,0,59,124,531
0,1,1,0,27,381,143
2,2,0,0,48,174,290
1,1,1,0,57,211,248
1,2,0,0,55,540,124
1,2,0,0,45,548,108
1,1,1,0,34,645,420
1,2,1,1,42,725,124
1,1,0,0,48,0,215
0,1,0,0,34,10890,46
1,0,0,0,58,258,174
1,0,1,0,27,91,168
1,2,0,0,29,-346,290
1,1,1,0,41,1885,158
0,1,1,0,34,516,292
1,1,1,0,36,0,1093
2,0,1,0,43,-57,221
1,0,1,0,37,0,631
2,1,1,0,52,144,362
1,1,0,1,51,35,123
0,1,0,0,22,120,245
1,1,1,1,37,-557,284
2,0,1,0,56,4,31
1,1,1,0,38,0,71
2,0,0,1,52,92,469
2,2,1,0,65,90,416
1,1,1,0,42,-269,100
1,1,1,0,53,913,730
0,2,0,0,36,4644,29
1,1,1,0,42,420,94
1,2,0,0,41,231,428
1,2,1,0,47,385,145
1,0,1,0,45,1691,57
2,0,1,0,54,234,140
1,1,1,0,50,2717,188
1,0,0,0,64,2140,181
1,1,0,0,36,331,239
1,2,1,0,34,1790,681
1,1,0,1,65,2326,276
0,1,0,0,32,13565,613
1,0,0,0,46,965,177
0,1,1,1,26,581,444
1,1,1,1,28,170,492
1,1,0,0,33,1402,63
2,0,0,1,59,830,116
1,1,1,0,36,55,38
1,1,1,0,23,-19,13
0,1,0,0,36,-455,124
1,1,0,1,47,0,51
1,2,1,0,34,303,50
1,1,1,0,28,1582,816
1,1,1,0,42,-396,80
2,2,1,0,35,4515,66
2,0,1,1,59,137,66
1,1,1,0,54,233,220
0,1,1,0,27,16173,489
2,0,0,0,52,337,130
0,1,1,0,32,422,221
1,0,1,0,47,187,165
1,1,1,0,29,368,345
0,1,1,0,35,0,495
1,0,1,0,30,4,34
0,2,1,0,37,584,115
2,2,0,0,54,1288,515
1,2,0,0,63,1528,309
0,1,1,0,40,75,203
1,0,0,0,53,3,114
0,2,1,0,33,718,271
1,2,0,0,35,358,18
0,1,1,0,27,357,382
0,2,1,0,31,43,297
0,1,1,0,49,571,321
1,1,1,0,38,3091,13
1,1,0,0,36,0,94
1,0,0,0,56,1137,176
1,1,1,0,53,-689,242
1,1,1,0,38,13849,286
0,1,1,0,41,1286,661
1,1,0,0,38,1604,1276
1,0,1,0,43,66,175
1,1,1,1,39,1304,183
1,0,1,1,37,-29,25
1,1,1,1,33,7,55
0,2,0,0,33,154,111
1,1,1,0,43,-100,227
2,2,0,0,57,476,26
1,1,0,0,37,790,262
1,0,1,0,38,406,138
1,1,0,0,43,5317,244
1,0,0,0,35,234,88
1,0,1,0,43,0,222
2,1,1,0,29,589,262
1,1,1,0,36,1482,154
1,1,1,0,39,0,165
1,1,1,0,24,183,453
1,1,1,0,49,769,257
1,2,1,0,59,34247,66
0,2,1,0,48,906,289
2,2,1,1,49,2370,56
1,2,0,0,34,834,182
1,0,0,1,57,1592,78
0,1,0,0,39,316,100
1,1,0,0,38,205,332
1,1,1,1,35,1364,25
1,1,1,0,39,1360,247
1,0,0,0,55,419,33
0,1,1,0,33,1211,39
1,1,0,0,44,6178,213
0,2,1,0,31,25,85
1,2,1,0,54,2216,167
1,0,1,1,52,3016,142
0,1,1,0,30,75,123
1,0,1,0,57,649,169
1,2,0,1,56,67,88
1,2,1,0,35,750,233
1,1,1,0,34,2994,358
0,2,0,0,33,275,348
1,0,0,0,72,0,215
1,1,1,0,40,9047,527
2,1,0,0,38,0,56
0,1,1,1,38,137,125
2,1,1,0,41,787,297
1,0,0,0,45,665,183
1,0,1,0,40,69,375
1,2,0,0,42,687,667
1,1,1,0,43,-63,160
0,2,0,0,44,1090,178
1,0,1,1,51,2095,438
1,1,0,0,48,1403,76
1,1,0,0,47,11,184
1,2,1,0,32,0,91
1,0,1,0,49,3028,216
1,2,1,0,41,121,456
1,1,1,1,30,294,50
0,1,0,0,41,3851,130
1,0,0,0,58,69,76
1,2,0,0,36,406,123
1,2,1,0,37,6815,92
1,2,1,0,34,115,117
1,1,1,0,53,303,593
0,1,1,0,42,7704,153
1,1,1,0,58,674,80
1,2,0,0,77,7802,421
1,1,1,0,38,173,130
1,1,1,0,29,-493,536
1,1,0,0,31,7,116
2,2,0,1,56,55,154
1,0,0,0,67,1093,64
1,1,1,0,33,467,494
1,1,1,0,37,32,146
1,1,1,1,38,1731,162
1,2,0,0,71,13297,265
1,2,0,0,46,-3,728
1,0,1,0,56,8318,428
1,0,0,0,50,235,64
1,1,1,1,34,-271,90
1,1,1,0,55,176,106
2,2,1,1,32,-634,275
1,2,0,1,48,0,204
1,2,0,0,45,786,84
1,2,0,0,47,866,7
1,2,0,0,60,3824,195
1,1,1,1,30,-559,98
1,1,0,0,38,137,624
1,1,0,0,39,61,339
1,1,0,0,60,523,192
1,0,0,0,39,1551,264
1,0,0,0,41,438,46
0,2,1,0,23,1004,114
1,0,0,0,44,882,187
2,2,0,0,52,0,454
1,0,1,0,29,-43,484
1,2,1,0,35,32,180
1,1,0,0,52,414,207
1,1,1,0,31,754,1022
1,1,0,0,48,35,80
1,1,0,0,44,0,398
1,1,0,0,64,1370,174
1,1,1,0,29,1489,399
2,2,0,0,38,554,45
1,1,1,1,35,18,62
0,1,0,0,25,715,217
2,2,0,0,45,335,297
0,2,0,1,34,27,255
0,1,0,0,21,546,94
1,0,0,0,57,1884,133
0,1,1,0,47,594,161
0,2,1,1,32,190,352
1,1,0,0,32,914,372
1,0,1,0,29,630,219
1,0,0,0,36,0,107
1,2,1,0,45,-192,138
1,1,1,0,42,366,150
1,2,0,0,32,118,383
0,1,0,0,28,198,128
1,1,1,1,32,51,297
1,0,0,0,45,6535,639
1,2,1,0,34,1116,120
1,1,0,0,26,285,100
0,1,0,0,30,280,92
2,1,0,0,37,531,150
0,2,0,1,31,383,119
0,0,1,0,29,105,326
1,1,1,0,56,68,68
2,1,0,0,58,469,196
1,1,1,1,37,812,184
0,2,1,1,31,170,458
2,1,1,0,39,241,117
0,2,0,0,30,3026,251
1,0,1,0,58,99,215
1,0,0,1,55,2384,331
2,2,0,1,31,-6,119
1,1,0,0,39,1442,70
1,2,1,0,47,6637,174
1,1,1,0,31,1273,442
0,2,1,0,41,1646,258
1,2,0,0,60,759,255
1,1,1,0,39,1595,102
1,2,0,1,37,4039,106
2,1,0,0,35,-504,228
2,1,1,0,34,991,89
1,2,1,0,39,36,488
0,0,1,0,23,8627,169
1,1,0,0,37,1558,499
1,1,1,0,30,779,156
1,1,0,0,47,3676,567
2,1,1,0,48,164,139
2,0,1,0,60,61,197
1,2,1,0,29,340,21
0,2,1,0,28,175,219
2,2,1,0,48,-244,253
1,2,1,0,44,58,72
2,1,0,0,65,588,110
0,2,0,0,33,621,217
0,0,1,0,38,-87,531
0,1,1,0,31,2038,239
1,1,1,0,43,4945,219
2,1,0,0,61,0,272
0,1,1,0,40,1547,88
2,2,0,0,58,1533,137
1,1,1,0,33,95,190
0,1,1,0,24,327,333
1,1,0,0,46,0,100
1,1,0,0,33,2711,184
1,0,0,0,39,13338,103
1,2,1,0,45,20138,871
1,2,0,0,44,1788,166
1,0,1,0,60,193,89
0,2,0,0,30,0,214
0,1,1,0,32,75,127
0,1,1,0,24,1019,99
1,2,0,0,43,839,942
1,2,0,0,49,3022,38
1,1,1,0,41,8491,929
1,0,1,0,44,412,56
1,0,1,1,40,72,849
1,1,0,0,45,-405,189
1,2,1,0,57,2261,1007
0,2,0,0,31,2336,224
1,1,1,0,40,5,364
1,2,0,0,45,970,216
1,0,0,0,59,1085,191
1,1,1,0,32,-64,641
1,1,1,1,34,67,672
0,1,1,0,32,-206,148
1,2,0,0,57,0,188
1,2,1,0,41,72,764
0,2,0,1,27,82,387
0,1,0,0,36,7123,26
2,2,0,1,33,777,344
1,2,0,0,49,6613,106
1,1,1,0,49,1120,226
0,1,0,0,39,1078,199
0,1,0,0,38,2543,223
1,0,1,0,44,7800,250
1,1,1,0,35,3188,288
2,1,0,0,39,385,143
0,2,0,1,29,8,107
1,0,1,1,41,812,117
0,1,0,0,37,1045,406
1,1,1,1,30,-393,435
1,0,1,0,43,822,112
0,2,1,0,46,479,34
1,1,1,1,55,541,512
0,1,1,0,35,449,245
1,1,1,1,30,1131,189
1,2,0,0,47,414,387
2,1,1,0,42,-106,95
1,0,1,0,44,417,322
0,1,1,0,35,487,117
1,1,0,1,40,-125,369
1,1,1,0,51,788,959
0,2,0,0,45,16,100
0,1,1,0,25,-61,203
0,1,0,1,27,-242,20
1,1,0,0,32,251,272
1,1,1,0,34,848,684
0,1,1,0,36,1053,147
2,2,1,0,30,317,67
1,2,1,1,44,1818,88
0,1,1,0,32,613,88
1,1,0,0,36,981,1093
1,2,1,0,55,4649,277
2,1,1,0,40,131,102
1,2,0,0,33,597,134
0,2,1,0,30,149,220
1,1,1,0,31,413,65
0,1,0,0,30,3,21
0,1,1,0,37,228,1740
0,1,1,0,24,84,570
0,1,1,0,33,450,148
1,1,1,0,44,304,129
1,0,1,0,58,0,5
0,1,1,0,49,61,185
1,1,0,0,57,8,93
2,2,1,0,46,507,1196
1,1,1,0,45,2644,36
0,1,0,1,35,1354,278
0,2,0,0,25,5,138
0,2,0,0,27,1013,965
0,1,1,0,33,772,323
1,0,1,0,39,2003,229
1,2,1,0,61,2557,139
1,1,0,0,35,1055,150
1,1,1,0,47,2524,50
1,1,1,0,56,292,228
1,2,1,0,33,3456,258
1,1,1,1,39,-54,252
1,1,1,0,57,1144,41
1,1,1,0,51,337,687
2,1,1,1,28,6,211
1,1,1,0,36,0,236
1,1,1,0,43,90,54
0,1,1,0,26,256,101
1,1,1,1,41,920,239
0,1,0,0,29,382,64
0,0,1,0,30,5746,125
1,1,1,0,44,236,596
0,2,1,1,34,18,359
1,1,0,0,55,549,43
1,1,0,0,30,1196,147
1,2,0,0,33,5878,438
0,1,0,0,31,365,337
1,0,1,1,45,-455,161
1,0,0,0,69,2713,32
1,1,1,1,34,438,272
1,2,1,0,45,1323,550
1,1,1,0,50,1557,263
0,1,1,0,29,1232,258
0,1,0,0,38,0,297
2,2,0,1,51,126,152
1,1,0,1,48,127,524
0,2,0,0,27,168,271
2,2,0,1,26,-402,127
1,2,0,0,60,45,39
2,1,1,0,37,-333,345
1,1,0,1,52,1500,109
1,1,0,0,53,10185,115
0,1,1,0,28,-125,67
1,1,0,0,35,-312,188
1,0,0,0,47,570,864
2,1,0,0,34,347,15
0,1,0,0,24,382,256
1,0,0,0,50,5296,64
1,0,0,0,69,579,230
1,0,1,1,35,0,698
2,2,1,0,34,0,36
1,2,0,0,37,115,78
2,1,1,0,57,-663,210
0,1,1,1,27,1110,25
0,1,1,1,29,-522,89
1,1,1,1,35,209,66
1,0,1,0,45,317,325
1,1,0,0,49,211,220
0,1,0,0,26,74,362
1,2,0,1,34,415,361
1,1,0,0,43,373,221
1,2,1,0,40,2644,110
0,1,0,1,31,2,104
1,2,1,0,28,161,268
1,1,0,1,49,136,246
0,2,0,0,24,235,118
0,1,0,0,36,787,92
1,0,1,0,39,467,7
1,0,1,0,40,451,356
1,1,0,0,53,2262,116
1,2,1,0,36,-547,267
1,0,1,0,41,-306,500
1,1,1,0,38,508,565
1,1,0,0,39,732,522
0,2,1,0,30,528,145
1,1,1,0,40,153,159
1,1,0,0,58,25,486
0,1,0,0,34,1,247
0,1,1,0,27,2752,165
0,2,1,0,34,417,155
2,2,0,0,49,20727,88
0,1,0,0,49,1377,935
1,1,0,0,72,5715,1114
1,2,0,0,31,1331,297
0,1,1,0,39,548,296
0,2,1,0,33,1595,296
1,2,1,0,29,202,378
0,2,1,0,35,4788,227
1,1,0,0,39,2266,208
1,0,1,0,57,3123,178
1,2,1,1,34,2552,74
1,1,1,0,34,259,291
0,2,1,0,38,378,184
1,0,1,0,33,1064,311
1,1,1,0,33,624,423
1,0,1,0,44,-43,290
0,1,0,0,32,0,206
0,2,1,1,32,20,193
1,2,1,0,62,4692,73
1,1,1,0,42,-972,146
0,2,1,1,35,226,283
2,2,1,0,32,294,1095
1,1,1,0,38,502,209
1,2,1,0,50,4374,163
1,2,1,0,36,828,116
1,1,1,0,33,3132,350
1,0,0,0,59,182,92
0,1,0,0,28,899,61
2,2,1,0,42,1622,158
1,2,1,0,38,76,196
0,1,0,0,30,873,301
0,2,1,0,41,572,419
1,1,1,0,54,1487,302
1,2,0,0,37,410,337
0,2,1,0,25,0,80
0,1,1,0,43,2527,276
1,2,0,0,33,71,335
1,1,1,0,33,327,81
1,1,1,0,28,368,174
1,1,0,0,46,781,152
1,1,0,0,35,2074,183
0,1,1,0,25,41,101
1,2,1,0,35,94,108
0,1,0,0,46,533,71
0,1,1,0,33,5,934
1,1,0,0,53,21522,146
1,2,1,0,33,1126,11
0,2,1,0,30,25,89
0,1,0,0,29,0,437
0,1,0,0,27,6492,7
1,1,1,0,33,-160,898
1,2,0,0,56,746,193
1,1,1,0,35,0,86
1,2,0,0,49,5969,258
0,2,0,0,32,3188,65
1,2,0,0,47,0,213
1,1,1,1,39,1372,206
1,2,1,0,29,1022,408
1,2,1,1,35,-640,78
0,2,1,0,36,962,568
1,1,1,0,33,3514,214
0,0,1,0,27,409,276
1,1,0,0,35,150,242
1,1,1,1,56,-1122,220
0,1,1,0,37,528,65
1,0,0,0,72,2600,443
1,1,1,0,47,292,82
1,1,0,1,57,5888,288
0,0,1,0,39,6,286
1,1,1,1,53,1982,160
1,2,1,1,45,219,118
1,1,1,0,31,457,236
0,1,0,0,26,277,514
0,2,0,0,33,2024,109
1,1,0,0,45,10252,675
0,0,1,0,44,36,551
0,1,1,1,39,-480,147
0,2,1,0,32,-3,500
1,0,1,0,42,21,383
1,2,0,0,58,0,85
1,2,0,0,43,0,1153
0,2,1,0,31,775,207
1,1,0,0,48,305,169
0,1,1,0,45,-101,101
1,2,1,0,37,208,350
1,1,1,1,38,0,146
1,2,1,1,31,1224,1441
0,1,1,0,25,0,30
1,1,0,0,51,1699,153
2,2,0,0,31,1767,395
1,1,1,0,34,-259,124
1,2,0,0,30,569,976
1,1,1,0,34,-333,218
1,0,1,0,33,767,296
1,1,0,1,45,191,136
1,2,1,0,40,355,1390
1,1,0,0,48,1355,409
2,1,1,1,41,106,197
2,1,1,0,35,5724,691
1,2,0,0,35,1801,53
1,1,1,0,36,779,240
1,1,1,0,50,9585,182
1,0,0,0,60,1723,160
1,1,0,0,35,667,178
1,2,0,1,52,25,170
2,1,1,1,37,241,55
0,2,0,0,34,4687,10
1,1,1,1,40,193,190
1,1,1,0,31,-214,198
1,1,1,0,38,1949,157
0,1,0,1,30,585,7
1,1,0,0,53,234,103
1,0,0,0,60,2408,102
0,1,1,0,34,318,88
1,2,1,0,43,1158,236
1,1,1,0,29,-150,328
0,1,1,0,28,1453,246
1,0,1,0,53,53,198
1,1,1,0,32,328,132
1,1,0,1,33,285,267
1,1,0,0,37,981,682
1,1,1,0,33,249,61
1,1,1,1,55,284,157
1,1,1,0,39,702,303
1,1,0,1,57,523,49
1,1,0,1,42,865,81
1,1,0,0,52,117,959
1,2,0,0,42,976,164
2,1,1,0,60,11615,70
1,1,1,0,35,24,128
0,1,1,0,35,91,185
1,1,1,1,49,4300,134
1,2,1,0,33,3301,536
0,0,1,0,49,3018,93
2,1,0,0,34,558,108
2,1,0,0,57,3,77
1,2,1,0,59,553,1272
2,1,1,0,49,-268,42
0,1,0,0,25,674,736
1,0,0,0,45,1152,234
1,1,1,1,31,11839,533
1,1,1,0,58,2592,249
1,0,1,0,43,188,58
1,2,1,0,41,0,897
0,2,1,0,29,0,155
1,1,1,0,34,587,77
1,1,1,0,36,1588,103
1,1,1,0,47,568,1613
1,1,0,0,45,3460,116
2,0,1,0,42,1563,164
1,1,1,0,32,1273,1365
2,0,0,0,51,43,212
1,0,0,1,38,464,86
1,1,1,0,43,1025,106
0,1,0,1,27,-247,264
2,0,1,0,48,432,152
1,0,1,0,37,204,161
0,1,1,1,33,239,47
0,1,1,0,49,981,10
1,1,1,0,47,1060,83
1,0,0,0,49,3436,171
1,1,1,0,46,3145,28
0,2,1,1,31,-749,82
1,2,0,0,40,2014,209
1,1,1,0,34,7171,523
1,2,1,0,60,6573,75
1,0,1,0,35,14,35
1,0,1,0,38,635,157
0,2,1,0,34,1049,101
1,1,1,1,32,-325,171
1,0,0,0,48,0,569
2,2,0,0,48,0,110
1,2,1,0,43,1451,11
1,0,1,0,47,275,261
1,1,1,0,43,2411,124
1,1,0,0,57,789,2635
1,1,1,0,58,0,53
1,1,0,0,44,7624,126
0,1,0,0,29,345,60
0,1,0,0,32,145,135
2,0,1,1,53,-834,130
0,2,1,0,38,1222,237
1,2,1,0,43,4004,190
0,2,0,0,35,837,329
1,1,0,0,27,1024,280
1,1,1,0,38,171,286
1,2,1,0,53,4323,58
1,0,0,1,39,3760,262
0,2,1,0,31,2384,608
1,1,1,0,50,95,468
1,2,1,1,45,474,190
2,1,1,0,30,341,54
0,1,1,0,35,2383,67
1,1,1,0,33,1499,144
1,1,0,1,50,4440,12
0,2,0,0,38,523,388
0,0,1,0,43,-39,9
1,2,0,0,48,2369,516
0,2,1,0,30,2030,27
0,1,1,0,34,1156,234
1,2,0,0,32,628,280
0,2,0,0,25,528,201
0,1,0,0,39,91,213
1,1,0,1,44,1,108
1,1,1,0,32,-32,145
1,1,1,0,36,24,59
0,1,1,0,24,-10,106
0,1,1,0,27,527,118
1,2,0,1,40,-7,697
1,1,0,0,60,3043,235
1,1,0,1,53,105,74
0,2,1,0,42,-411,78
0,1,0,0,28,2840,227
2,1,1,0,32,4612,937
0,1,1,0,41,1934,162
1,1,0,1,29,1082,77
1,1,1,1,28,225,866
1,2,1,0,33,0,301
1,2,0,0,35,76,283
2,1,0,1,32,3717,91
0,1,1,0,37,690,105
1,2,0,0,36,926,216
1,2,0,0,37,11,326
1,1,1,0,35,412,316
1,1,1,0,62,4562,168
1,1,1,0,42,2239,176
1,1,1,0,48,86,98
2,2,0,0,42,497,84
1,2,0,0,29,8103,473
1,1,1,0,36,3578,45
0,2,0,0,27,1976,394
0,1,1,0,30,609,145
1,1,1,0,52,91,175
0,1,0,0,24,5,66
0,2,1,0,30,3516,447
1,2,1,1,37,0,226
0,1,1,0,42,838,266
0,1,0,0,35,141,146
1,1,0,0,48,67,251
1,1,0,1,52,3577,62
2,1,1,0,44,163,1669
0,1,1,0,32,5118,263
1,1,1,0,49,119,78
1,0,0,1,60,0,324
1,1,1,0,40,257,731
1,0,0,0,56,657,211
1,1,1,1,32,5560,330
1,2,0,0,45,1788,364
1,0,0,0,57,443,167
1,1,0,0,35,2201,350
0,1,0,0,34,1866,95
1,2,1,1,36,6138,358
1,2,0,0,50,247,173
1,1,1,0,35,-1459,28
2,1,1,0,58,3111,166
1,1,0,1,58,-37,150
1,2,0,0,55,740,57
1,2,1,0,36,634,369
1,1,1,0,41,124,191
1,1,1,0,33,260,248
2,2,0,0,59,3444,252
1,0,1,0,49,352,188
1,1,1,0,35,2311,659
0,1,1,0,33,79,163
0,2,0,0,32,297,225
0,1,0,0,30,40,133
1,1,1,0,37,321,222
1,1,1,0,29,178,231
1,1,1,0,36,1055,62
1,0,1,0,33,934,244
1,0,0,0,47,835,137
1,2,0,1,60,13360,264
0,2,1,1,40,-199,109
1,1,0,1,54,899,61
0,2,0,0,31,0,191
0,1,1,0,30,659,241
0,1,0,0,29,120,110
1,2,0,0,40,99,220
1,2,1,0,35,641,41
1,1,0,1,50,1518,321
0,1,1,0,36,125,676
0,2,0,0,31,620,214
0,1,1,0,29,9,19
2,1,0,0,51,21,53
1,1,0,0,40,0,543
1,1,1,0,34,457,67
1,2,1,0,59,146,97
2,1,0,0,60,4519,136
1,2,1,1,51,1854,166
0,1,1,0,30,122,501
1,1,1,0,27,594,433
1,1,0,0,36,96,125
1,1,1,0,29,0,121
0,2,0,0,28,187,255
0,1,0,0,26,65,161
0,2,1,0,25,155,193
1,2,0,0,35,303,311
0,1,0,0,44,1012,440
1,0,1,0,37,7005,217
1,1,0,0,57,573,53
1,1,1,0,31,175,179
1,1,0,1,55,1150,218
1,1,1,0,34,1641,380
1,1,1,0,41,1219,628
1,1,1,0,61,1046,158
1,1,1,0,39,201,263
2,1,1,0,55,204,1973
0,2,0,0,25,530,88
1,1,1,0,35,-197,103
1,1,1,0,33,22,71
0,2,0,0,38,1373,119
1,2,1,0,35,280,502
0,2,1,0,30,201,325
1,1,1,0,34,-429,320
0,2,1,0,35,275,157
1,1,1,0,33,-10,123
2,1,1,0,58,8266,98
0,1,1,0,24,2355,158
0,1,0,0,32,29,132
0,1,1,1,34,89,175
1,1,0,0,75,324,124
1,1,0,0,59,1887,88
0,2,0,0,33,154,159
1,2,1,0,56,-45,116
1,2,1,1,31,227,154
1,1,1,1,39,130,1290
0,1,1,0,30,248,87
0,2,0,0,36,635,56
1,1,1,1,42,645,42
1,0,1,0,56,309,198
2,1,0,0,34,25,666
1,1,1,0,39,100,132
0,2,0,0,44,1090,204
1,1,0,0,55,462,116
1,1,1,0,37,6089,616
0,1,1,1,29,1296,275
1,2,0,0,51,1057,149
1,1,0,0,46,5021,957
2,2,0,0,39,295,68
1,0,1,0,32,309,185
2,2,0,1,45,347,53
0,1,0,0,41,26,428
0,2,0,0,29,1351,228
1,0,1,1,36,277,239
1,1,0,0,39,123,110
1,2,0,0,36,1327,174
2,0,0,0,58,57,117
1,2,0,0,48,1335,492
0,2,1,0,34,621,97
1,0,1,0,45,803,742
1,0,1,1,30,501,323
1,0,1,0,38,563,287
1,1,0,0,38,2467,192
1,0,1,1,34,100,74
0,1,1,0,32,-569,107
1,2,0,0,50,6825,24
1,1,1,0,35,222,233
1,0,1,0,33,716,83
0,2,1,0,28,471,209
0,1,1,0,41,595,22
1,2,1,0,49,2809,152
1,0,1,0,47,300,103
1,1,1,1,34,1235,464
1,1,1,0,34,34,188
1,0,1,0,33,-219,64
1,1,1,0,32,0,134
1,2,1,1,55,505,135
1,1,1,0,41,563,142
1,0,1,1,39,694,91
2,1,0,1,36,487,268
1,1,1,0,41,351,175
1,1,0,0,58,1894,153
1,1,0,0,54,2626,221
1,2,1,0,35,247,167
0,1,1,0,39,287,84
1,1,1,0,39,300,506
1,2,1,0,47,1692,592
1,1,1,0,42,443,671
2,1,1,0,32,335,501
1,2,1,0,44,0,141
1,1,1,0,37,311,135
1,0,0,0,45,938,103
1,2,1,0,49,306,285
1,2,0,1,54,0,307
1,0,1,0,28,115,78
0,1,0,1,32,458,125
0,1,0,0,40,316,122
1,1,0,0,64,1220,138
0,1,1,0,48,290,257
1,1,1,0,36,-179,144
0,2,1,0,30,1692,251
1,0,1,1,57,-384,534
1,2,1,0,48,1175,1476
2,2,1,0,29,559,6
1,0,1,0,40,229,213
1,1,1,1,48,1159,1181
1,2,1,0,41,328,65
1,1,1,0,33,0,54
1,2,0,0,39,1981,1026
1,0,1,0,40,106,200
2,1,0,0,35,56,24
2,2,0,0,49,780,148
1,1,1,0,29,162,126
0,1,1,0,27,89,68
1,1,0,0,34,479,65
1,2,0,0,34,519,57
1,1,1,0,35,1309,73
0,2,1,0,29,617,387
2,1,1,0,52,-607,449
1,0,1,0,39,-100,680
0,1,0,0,23,3092,56
1,0,1,0,38,8637,119
2,2,0,0,48,-547,275
1,2,0,1,48,770,263
1,1,0,0,35,723,324
0,1,1,1,38,613,285
2,2,0,1,59,-232,97
1,1,1,0,35,-518,46
1,0,1,0,35,2212,320
0,1,1,0,29,-44,166
2,1,0,0,31,139,178
1,2,0,0,58,172,145
1,0,0,0,53,44,256
2,1,0,0,48,40,300
1,1,0,0,36,318,295
1,2,0,0,43,0,46
0,1,1,0,31,5527,132
1,1,0,0,32,1026,94
2,2,0,0,34,0,227
0,2,1,0,34,1943,478
1,1,1,0,36,184,128
1,0,0,0,61,6384,55
1,1,1,1,34,-44,759
0,2,1,0,55,325,693
1,1,1,1,29,59,100
1,2,0,0,41,1287,286
1,1,1,0,36,0,184
2,2,1,0,37,2519,58
2,1,1,0,40,0,121
1,1,1,0,31,2420,166
1,0,0,0,54,1059,147
1,0,0,0,72,796,173
0,1,1,0,32,218,134
0,2,0,0,28,7,20
0,1,1,0,35,1015,406
2,0,0,0,35,0,200
1,1,1,0,50,26,245
1,2,0,0,33,263,79
1,1,1,0,40,40,73
1,1,1,0,41,429,244
1,1,1,1,57,0,200
2,1,1,1,37,859,154
2,1,1,0,46,3201,157
0,1,0,0,48,957,198
1,2,0,0,31,0,76
0,1,0,0,49,0,325
1,2,1,1,61,3140,975
0,2,1,0,28,6321,204
1,1,0,0,40,2266,175
0,1,1,0,34,1,483
1,1,1,0,38,1066,78
1,2,0,0,34,351,193
1,0,1,0,45,816,80
0,2,0,1,49,2555,263
1,2,1,1,38,1482,361
0,2,0,1,30,796,366
1,1,0,0,41,428,38
0,1,1,0,30,4648,37
0,0,1,0,31,864,113
1,1,0,0,88,433,161
1,0,1,0,39,119,271
0,2,1,0,34,28,175
1,2,1,0,51,3122,33
0,2,1,0,28,-214,140
